name,battery,camera,display,processor,memory,warranty,price,rating,reviews
"Samsung Galaxy M21 (Raven Black, 128 GB)",6000 mAh Battery,48MP + 8MP + 5MP | 20MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display, Exynos 9611-Octa Core processor Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,17987,4.3,11
"Samsung Galaxy M21 (Midnight Blue, 128 GB)",6000 mAh Battery,48MP + 8MP + 5MP | 20MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display, Exynos 9611-Octa Core processor Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,17986,4.3,11
"Redmi 8A Dual (Sky White, 64 GB)",5000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.8 cm (6.22 inch) Full HD+ Display,Snapdragon 439  Processor,3 GB RAM | 64 GB ROM,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,9390,4.2,170
"Realme X2 Pro (Lunar White, 128 GB)",4000 mAh Battery,64MP + 13MP + 8MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,Qualcomm Snapdragon 855 Plus Processor,8 GB RAM | 128 GB ROM,90 Hz Ultra Smooth Display,31999,4.5,2254
"Realme X2 Pro (Neptune Blue, 128 GB)",4000 mAh Battery,64MP + 13MP + 8MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,Qualcomm Snapdragon 855 Plus Processor,8 GB RAM | 128 GB ROM,90 Hz Ultra Smooth Display,31999,4.5,2254
"Realme X3 SuperZoom (Arctic White, 256 GB)",4200 mAh Battery,64MP + 8MP + 8MP + 2MP | 32MP + 8MP Dual Front Camera,16.69 cm (6.57 inch) Full HD+ Display,Qualcomm Snapdragon 855+ Processor,12 GB RAM | 256 GB ROM,120 Hz Smooth Display,32999,4.2,105
"Redmi 8A Dual (Sea Blue, 32 GB)",5000 mAh Battery,13MP + 2MP | 8MP Dual Front Camera,15.8 cm (6.22 inch) Full HD+ Display,Snapdragon 439 octa core processor Processor,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,7499,4.2,170
"Redmi 8A Dual (Sky White, 32 GB)",5000 mAh Battery,13MP + 2MP | 8MP Dual Front Camera,15.8 cm (6.22 inch) Full HD+ Display,Snapdragon 439 octa core processor Processor,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,8999,4.2,170
"Redmi 8A Dual (Midnight Grey, 32 GB)",5000 mAh Battery,13MP + 2MP | 8MP Dual Front Camera,15.8 cm (6.22 inch) Full HD+ Display,Snapdragon 439 octa core processor Processor,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,7990,4.2,170
"Realme 5s (Crystal Red, 64 GB)",5000 mAh Battery,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,16.51 cm (6.5 inch) HD+ Display,Qualcomm Snapdragon 665 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,HD+ Mini Drop Display,10999,4.4,24323
"Realme 5s (Crystal Purple, 128 GB)",5000 mAh Battery,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,16.51 cm (6.5 inch) HD+ Display,Qualcomm Snapdragon 665 Processor,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,HD+ Mini Drop Display,11999,4.4,24323
"Realme X2 (Pearl White, 128 GB)",4000 mAh Battery,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,Qualcomm Snapdragon 730G Processor,6 GB RAM | 128 GB ROM,30W VOOC 4.0 Fast Charger,19999,4.5,2400
"Realme X2 (Pearl Blue, 64 GB)",4000 mAh Battery,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,Qualcomm Snapdragon 730G Processor,4 GB RAM | 64 GB ROM,30W VOOC 4.0 Fast Charger,17999,4.5,3955
"Realme X2 (Pearl White, 128 GB)",4000 mAh Battery,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,Qualcomm Snapdragon 730G Processor,8 GB RAM | 128 GB ROM,30W VOOC 4.0 Fast Charger,20999,4.5,4405
"Realme X2 (Pearl Green, 128 GB)",4000 mAh Battery,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,Qualcomm Snapdragon 730G Processor,6 GB RAM | 128 GB ROM,30W VOOC 4.0 Fast Charger,19999,4.5,2400
"Realme X2 (Pearl Blue, 128 GB)",4000 mAh Battery,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,Qualcomm Snapdragon 730G Processor,6 GB RAM | 128 GB ROM,30W VOOC 4.0 Fast Charger,19999,4.5,2400
"Realme X2 (Pearl White, 64 GB)",4000 mAh Battery,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,Qualcomm Snapdragon 730G Processor,4 GB RAM | 64 GB ROM,30W VOOC 4.0 Fast Charger,17999,4.5,3955
"Vivo Z1Pro (Sonic Black, 64 GB)",5000 mAh Battery,16MP + 2MP + 8MP | 32MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Fast Charging,14990,4.5,34388
"Vivo Z1Pro (Sonic Black, 64 GB)",5000 mAh Battery,16MP + 2MP + 8MP | 32MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Fast Charging,15990,4.5,14660
"Tecno Camon 15 (SHOAL GOLD, 64 GB)",5000 mAh Li-ion Polymer Battery Battery,48MP + 2MP + 2MP + QVGA Rear Camera | 16MP Front Camera,16.64 cm (6.55 inch) HD+ Display,Helio P22 MT6762 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 13 Months Available for Mobile and 1 Time Screen Replacement,11499,4.2,393
"Redmi Note 9 Pro (Aurora Blue, 128 GB)",5020 mAh Battery,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,Qualcomm® Snapdragon™ 720G Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,14999,4.8,1
"Redmi Note 9 Pro (Interstellar Black, 128 GB)",5020 mAh Battery,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,Qualcomm® Snapdragon™ 720G Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,14999,4.8,1
"Vivo S1 Pro (Mystic Black, 128 GB)",4500 mAh Lithium Polymer Battery,48MP + 8MP + 2MP + 2MP | 32MP Front Camera,16.21 cm (6.38 inch) Full HD+ Display,Qualcomm Snapdragon 665 Processor,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,19990,4.4,1048
"Vivo Z1Pro (Sonic Blue, 64 GB)",5000 mAh Battery,16MP + 2MP + 8MP | 32MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Fast Charging,14990,4.5,34388
"Lava Z66 (Marine Blue, 32 GB)",3950 mAh Lithium Polymer Battery,13MP + 5MP | 13MP Front Camera,15.44 cm (6.08 inch) HD+ Display,Octa Core Processor,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,1 Year Handset Warranty and 6 Months Warranty on Accessories,7777,4.4,36
"Lava Z66 (Berry Red, 32 GB)",3950 mAh Lithium Polymer Battery,13MP + 5MP | 13MP Front Camera,15.44 cm (6.08 inch) HD+ Display,Octa Core Processor,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,1 Year Handset Warranty and 6 Months Warranty on Accessories,7777,4.4,36
"OPPO A31 (Fantasy White, 128 GB)",4230 mAh Battery,12MP + 2MP + 2MP | 8MP Front Camera,16.51 cm (6.5 inch) HD+ Display,MediaTek Helio P35 ((MT6765V/CB) (4 x Cortex-A53L + 4 x Cortex-A53LL) 12 nm 64-bit Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,14990,4.3,219
"OPPO F15 (Unicorn White, 128 GB)",4000 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,Helio P70 Processor,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,VOOC Flash Charge 3.0 with 20W Fast Charging,18990,4.4,1089
"Realme X3 (Glacier Blue, 128 GB)",4200 mAh Battery,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,16.69 cm (6.57 inch) Full HD+ Display,Qualcomm Snapdragon 855+ Processor,6 GB RAM | 128 GB ROM,120 Hz Smooth Display,24999,4.4,101
"Realme X (Garlic, 128 GB)",3765 mAh Battery,48MP + 5MP | 16MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,8 GB RAM | 128 GB ROM,In-display Fingerprint Sensor and Face Unlock,20999,4.5,5073
"Realme 6 Pro (Lightning Orange, 128 GB)",4300 mAh Battery,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,16.76 cm (6.6 inch) Full HD+ Display,Snapdragon 720G Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,90 Hz Ultra Smooth Display,18999,4.4,3991
"Realme 6 (Comet Blue, 128 GB)",4300 mAh Battery,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,MediaTek Helio G90T Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,90 Hz Ultra Smooth Display,16999,4.4,4318
"Vivo Z1Pro (Sonic Blue, 64 GB)",5000 mAh Battery,16MP + 2MP + 8MP | 32MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Fast Charging,15990,4.5,14660
"Redmi Note 8 Pro (Halo White, 64 GB)",4500 mAh Li-polymer Battery,64MP + 8MP + 2MP + 2MP | 20MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,MediaTek Helio G90T Processor,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"1 Year Warranty on Phone, 6 Months Warranty on Accessories",16999,4.4,5309
"Redmi Note 8 Pro (Electric Blue, 128 GB)",4500 mAh Li-polymer Battery,64MP + 8MP + 2MP + 2MP | 20MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,MediaTek Helio G90T Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"1 Year Warranty on Phone, 6 Months Warranty on Accessories",17499,4.4,5309
"Asus ROG Phone 3 (Black, 128 GB)",6000 mAh Lithium Polymer Battery,64MP + 13MP + 5MP | 24MP Front Camera,16.74 cm (6.59 inch) Full HD+ Display,Qualcomm Snapdragon 865+ (SM8250) Processor,8 GB RAM | 128 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,49999,4.5,205
"Realme 6 (Comet White, 128 GB)",4300 mAh Battery,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,MediaTek Helio G90T Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,90 Hz Ultra Smooth Display,16999,4.4,4318
"Realme X2 (Pearl Green, 256 GB)",4000 mAh Battery,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,Qualcomm Snapdragon 730G Processor,8 GB RAM | 256 GB ROM,30W VOOC 4.0 Fast Charger,22999,4.5,4405
"Lava Z61 Pro (Amber Red, 16 GB)",3100 mAh Lithium Polymer Battery,8MP Rear Camera | 5MP Front Camera,13.84 cm (5.45 inch) HD+ Display,Unisoc Octa Core Processor,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,1 Year Handset Warranty and 6 Months Warranty on Accessories,5777,4.1,31
"OPPO A52 (Stream White, 128 GB)",5000 mAh Lithium Polymer Battery,12MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,Qualcomm Snapdragon 665 (SM6125) Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,16990,4.3,157
"Redmi Note 9 Pro Max (Glacier White, 128 GB)",5020 mAh Battery,64MP + 8MP + 5MP + 2MP | 32MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,Qualcomm Snapdragon 720G Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,16999,4.3,23
"Vivo Y19 (Spring White, 128 GB)",5000 mAh Li-ion Battery,16MP + 8MP + 2MP | 16MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,Helio P65 Processor,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for In-box Accessories,14990,4.4,398
"Redmi Note 8 (Neptune Blue, 32 GB)",4000 mAh Battery,48MP + 8MP | 13MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,3 GB RAM | 32 GB ROM,Null,10978,4.4,17
"Redmi Note 9 (Arctic White, 64 GB)",5020 mAh Battery,48MP Rear Camera,16.59 cm (6.53 inch) Full HD+ Display,MediaTek Helio G85 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,14498,4.4,35
"Redmi Note 6 Pro (Blue, 64 GB)",4000 mAh Li-polymer Battery,12MP + 5MP | 20MP + 2MP Dual Front Camera,15.9 cm (6.26 inch) Full HD+ Display,Qualcomm Snapdragon 636 Processor,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,11999,4.5,10831
"Redmi Note 8 (Neptune Blue, 128 GB)",4000 mAh Battery,48MP + 8MP | 13MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,6 GB RAM | 128 GB ROM,Null,13261,4.4,942
"Realme X (Super Polar White, 128 GB)",3765 mAh Battery,48MP + 5MP | 16MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,8 GB RAM | 128 GB ROM,In-display Fingerprint Sensor and Face Unlock,21999,4.5,5073
"Realme 6 Pro (Lightning Orange, 128 GB)",4300 mAh Battery,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,16.76 cm (6.6 inch) Full HD+ Display,Snapdragon 720G Processor,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,90 Hz Ultra Smooth Display,19999,4.4,2036
"Redmi Note 8 Pro (Gamma Green, 128 GB)",4500 mAh Li-polymer Battery,64MP + 8MP + 2MP + 2MP | 20MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,MediaTek Helio G90T Processor,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"1 Year Warranty on Phone, 6 Months Warranty on Accessories",18999,4.4,704
"OnePlus 7T (Frosted Silver, 128 GB)",3800 mAh Battery,48 MP + 12 MP + 16 MP | 16MP Front Camera,16.64 cm (6.55 inch) Display,Qualcomm® Snapdragon™ 855 Plus Processor,8 GB RAM | 128 GB ROM,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,34834,4.6,721
"OnePlus 7T (Frosted Silver, 256 GB)",3800 mAh Battery,48 MP + 12 MP + 16 MP | 16MP Front Camera,16.64 cm (6.55 inch) Display,Qualcomm® Snapdragon™ 855 Plus Processor,8 GB RAM | 256 GB ROM,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,37100,4.6,721
"Realme X2 Pro (Concrete, 256 GB)",4000 mAh Battery,64MP + 13MP + 8MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,Qualcomm Snapdragon 855 Plus Processor,12 GB RAM | 256 GB ROM,90 Hz Ultra Smooth Display,36999,4.6,955
"Redmi Note 8 (Cosmic Purple, 128 GB)",4000 mAh Battery,48MP Rear Camera | 13MP Front Camera,16.0 cm (6.3 inch) Display,1 year,6 GB RAM | 128 GB ROM,Null,13499,4.4,942
"Realme X3 SuperZoom (Glacier Blue, 256 GB)",4200 mAh Battery,64MP + 8MP + 8MP + 2MP | 32MP + 8MP Dual Front Camera,16.69 cm (6.57 inch) Full HD+ Display,Qualcomm Snapdragon 855+ Processor,12 GB RAM | 256 GB ROM,120 Hz Smooth Display,32999,4.2,105
"Vivo Y91i (fusion black, 32 GB)",4030 mAh Battery,13MP Rear Camera | 5MP Front Camera,15.8 cm (6.22 inch) HD+ Display,MTK Helio P22 Processor,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8290,4.3,1698
"Tecno Camon 15 Pro (Ice Jadite, 128 GB)",4000 mAh Li-ion Polymer Battery Battery,48MP + 2MP + 5MP + QVGA Rear Camera | 32MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,Helio P35 MT6765 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,Brand Warranty of 13 Months Available for Mobile and 1 Time Screen Replacement,14999,4.1,39
"iQOO 3 (Tornado Black, 256 GB)",4440 mAh Li-ion Battery,48MP + 13MP + 13MP + 2MP | 16MP Front Camera,16.36 cm (6.44 inch) Full HD+ Display,Qualcomm Snapdragon 865 Processor,8 GB RAM | 256 GB ROM,"In-Display Fingerprint Sensor, Monster Touch Buttons",37990,4.5,1169
"Vivo X50 (Frost Blue, 256 GB)",4200 mAh Lithium-ion Battery,48MP + 13MP + 8MP + 5MP | 32MP Front Camera,16.66 cm (6.56 inch) Full HD+ E3 Super AMOLED Display,Qualcomm Snapdragon 730 Processor,8 GB RAM | 256 GB ROM,33W Vivo FlashCharge 2.0,37990,4.4,24
"Samsung M01 core (Black, 32 GB)",3000 mAh Battery,8MP Rear Camera | 5MP Front Camera,13.46 cm (5.3 inch) Full HD+ Display,MediaTek | MT6739WW quad core  Processor,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,7844,4.1,5
"Samsung Galaxy A51 (Prism Crush Blue, 128 GB)",4000 mAh Lithium-ion Battery,48MP + 12MP + 5MP + 5MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,Exynos 9611 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,23999,4.4,565
"Redmi Note 8 (Moonlight White, 128 GB)",4000 mAh Battery,48MP + 8MP | 13MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,6 GB RAM | 128 GB ROM,Null,13159,4.4,942
"Redmi Note 8 (Moonlight White, 64 GB)",4000 mAh Battery,48MP + 8MP | 13MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4 GB RAM | 64 GB ROM,Null,11199,4.4,1243
"Vivo S1 (Skyline Blue, 128 GB)",4500 mAh Lithium Polymer Battery,16MP + 8MP + 2MP | 32MP Front Camera,16.21 cm (6.38 inch) Full HD+ Display,Helio P65 (MT6768) Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,19990,4.4,176
"Realme X (Polar White, 128 GB)",3765 mAh Battery,48MP + 5MP | 16MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,8 GB RAM | 128 GB ROM,In-display Fingerprint Sensor,20999,4.5,5073
"Realme X (Polar White, 128 GB)",3765 mAh Battery,48MP + 5MP | 16MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,4 GB RAM | 128 GB ROM,In-display Fingerprint Sensor,17999,4.5,13219
"Redmi Note 6 Pro (Black, 64 GB)",4000 mAh Li-polymer Battery,12MP + 5MP | 20MP + 2MP Dual Front Camera,15.9 cm (6.26 inch) Full HD+ Display,Qualcomm Snapdragon 636 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,12987,4.5,53615
"OPPO Reno4 Pro (Starry Night, 128 GB)",4000 mAh Lithium-ion Polymer Battery,48MP + 8MP + 2MP + 2MP | 32MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,Qualcomm Snapdragon 720G Octa Core Processor,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,65W SuperVOOC 2.0,34990,4.7,38
"iQOO 3 (Quantum Silver, 128 GB)",4440 mAh Li-ion Battery,48MP + 13MP + 13MP + 2MP | 16MP Front Camera,16.36 cm (6.44 inch) Full HD+ Display,Qualcomm Snapdragon 865 Processor,8 GB RAM | 128 GB ROM,"In-Display Fingerprint Sensor, Monster Touch Buttons",34990,4.5,1169
"iQOO 3 (Volcano Orange, 256 GB)",4440 mAh Li-ion Battery,48MP + 13MP + 13MP + 2MP | 16MP Front Camera,16.36 cm (6.44 inch) Full HD+ Display,Qualcomm Snapdragon 865 Processor,8 GB RAM | 256 GB ROM,"In-Display Fingerprint Sensor, Monster Touch Buttons",37990,4.5,1169
"Samsung Galaxy M21 (Midnight Blue, 64 GB)",6000 mAh Battery,48MP + 8MP + 5MP | 20MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display, Exynos 9611-Octa Core processor Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,15999,4.3,39
"Samsung Galaxy M31 (Space Black, 64 GB)",6000 mAh Battery,64MP + 8MP + 5MP + 5MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,Samsung Exynos 9 Octa 9611 Processor,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,1 year,18934,4.4,78
"OPPO Reno3 Pro (Midnight Black, 256 GB)",4025 mAh Battery,64MP + 13MP + 8MP + 2MP | 44MP + 2MP Dual Front Camera,16.26 cm (6.4 inch) Display,MediaTek Helio P95 Processor,8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,Ultra Steady Video 2.0 and Video Bokeh,29990,4.4,216
"Realme X2 Pro (Lunar White, 64 GB)",4000 mAh Battery,64MP + 13MP + 8MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,Qualcomm Snapdragon 855 Plus Processor,6 GB RAM | 64 GB ROM,90 Hz Ultra Smooth Display,29999,4.5,154
"Realme X2 Pro (Red Brick, 256 GB)",4000 mAh Battery,64MP + 13MP + 8MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,Qualcomm Snapdragon 855 Plus Processor,12 GB RAM | 256 GB ROM,90 Hz Ultra Smooth Display,36999,4.6,955
"Realme X2 Pro (Lunar White, 256 GB)",4000 mAh Battery,64MP + 13MP + 8MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,Qualcomm Snapdragon 855 Plus Processor,12 GB RAM | 256 GB ROM,90 Hz Ultra Smooth Display,35999,4.6,955
"Samsung Galaxy M31 (Ocean Blue, 64 GB)",6000 mAh Battery,64MP + 8MP + 5MP + 5MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,Samsung Exynos 9 Octa 9611 Processor,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,1 year,18918,4.4,78
"OPPO A11K (Flowing Silver, 32 GB)",4230 mAh Li-polymer Battery,13MP + 2MP | 5MP Front Camera,15.8 cm (6.22 inch) HD+ Display,MT6765V/CB Octa Core Processor,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8990,4.2,220
"Redmi Note 8 Pro (Electric Blue, 64 GB)",4500 mAh Li-polymer Battery,64MP + 8MP + 2MP + 2MP | 20MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,MediaTek Helio G90T Processor,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"1 Year Warranty on Phone, 6 Months Warranty on Accessories",15999,4.4,5309
"OnePlus 7T (Glacier Blue, 256 GB)",3800 mAh Battery,48 MP + 12 MP + 16 MP | 16MP Front Camera,16.64 cm (6.55 inch) Display,Qualcomm® Snapdragon™ 855 Plus Processor,8 GB RAM | 256 GB ROM,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,38899,4.6,721
"OPPO Reno 10x Zoom (Ocean Green, 256 GB)",4065 mAh Battery,48MP + 13MP + 8MP | 16MP Front Camera,16.76 cm (6.6 inch) Display,Qualcomm Snapdragon 855 Octa Core 2.8 GHz Processor,8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,In-display Fingerprint Sensor,41990,4.5,127
"OPPO Reno4 Pro Special Edition (Starry Night, 128 GB)",4000 mAh Lithium-ion Polymer Battery,48MP + 8MP + 2MP + 2MP | 32MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,Qualcomm Snapdragon 720G Octa Core Processor,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,65W SuperVOOC 2.0,34990,4.4,16
"Vivo X50 Pro (Alpha Grey, 256 GB)",4315 mAh Lithium-ion Battery,48MP + 13MP + 8MP + 8MP | 32MP Front Camera,16.66 cm (6.56 inch) Full HD+ E3 Super AMOLED Display,Qualcomm Snapdragon 765G Processor,8 GB RAM | 256 GB ROM,5G Phone,49990,4.4,64
"OPPO F11 Pro (Thunder Black, 128 GB)",4000 mAh Li-polymer Battery,48MP + 5MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,MediaTek Helio P70 Octa Core 2.1 GHz Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,16990,4.4,11506
"Realme X2 Pro (Neptune Blue, 64 GB)",4000 mAh Battery,64MP + 13MP + 8MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,Qualcomm Snapdragon 855 Plus Processor,6 GB RAM | 64 GB ROM,90 Hz Ultra Smooth Display,29999,4.5,154
